HGNC approved symbol,Product,Function,Protein complex,Target entity,HGNC approved name,UniProt ID (human),Pfam domains,UniProt ID (mouse),Modification
USP11,#,Histone modification erase cofactor,#,#,ubiquitin specific peptidase 11,UBP11_HUMAN,"DUSP PF06337 99-185, Pfam-B_176820 PB176820 1-47, UCH PF00443 308-927, Ubiquitin_3 PF14836 198-285",UBP11_MOUSE,Histone ubiquitination
USP12,H2A,Histone modification erase,#,H2Aub,ubiquitin specific peptidase 12,UBP12_HUMAN,UCH PF00443 38-366,UBP12_MOUSE,Histone ubiquitination
USP15,H2BK120,Histone modification erase,#,H2BK120ub,ubiquitin specific peptidase 15,UBP15_HUMAN,"DUSP PF06337 27-119, UCH PF00443 288-930, USP7_C2 PF14533 459-614, Ubiquitin_3 PF14836 135-222",UBP15_MOUSE,Histone ubiquitination
USP16,H2A,Histone modification erase,#,H2Aub,ubiquitin specific peptidase 16,UBP16_HUMAN,"UCH PF00443 195-819, zf-UBP PF02148 48-128",UBP16_MOUSE,Histone ubiquitination
USP17L2,#,Histone modification erase cofactor,#,#,ubiquitin specific peptidase 17-like family member 2,U17L2_HUMAN,"HABP4_PAI-RBP1 PF04774 374-458, Pfam-B_24444 PB024444 1-39, UCH PF00443 79-372",U17PE_MOUSE,Histone ubiquitination
USP21,H2A,Histone modification erase,#,H2Aub,ubiquitin specific peptidase 21,UBP21_HUMAN,UCH PF00443 211-555,UBP21_MOUSE,Histone ubiquitination
USP22,"H2A, H2B",Histone modification write cofactor,SAGA,"H2Aub, H2Bub",ubiquitin specific peptidase 22,UBP22_HUMAN,"UCH PF00443 175-517, zf-UBP PF02148 63-124",UBP22_MOUSE,Histone ubiquitination
USP3,"H2A, H2B",Histone modification write,#,"H2Aub, H2Bub",ubiquitin specific peptidase 3,UBP3_HUMAN,"UCH PF00443 158-508, zf-UBP PF02148 29-107",UBP3_MOUSE,Histone ubiquitination
USP36,H2B,Histone modification write cofactor,#,H2Bub,ubiquitin specific peptidase 36,UBP36_HUMAN,"Pfam-B_17191 PB017191 1088-1118, Pfam-B_20267 PB020267 1065-1087, UCH PF00443 121-420",UBP36_MOUSE,Histone ubiquitination
USP44,H2B,Histone modification erase,#,H2Bub1,ubiquitin specific peptidase 44,UBP44_HUMAN,"UCH PF00443 272-675, zf-UBP PF02148 29-91",UBP44_MOUSE,Histone ubiquitination
USP46,H2A,Histone modification erase,#,H2Aub,ubiquitin specific peptidase 46,UBP46_HUMAN,UCH PF00443 34-362,UBP46_MOUSE,Histone ubiquitination
USP49,H2B,Histone modification erase,#,H2Bub,ubiquitin specific peptidase 49,UBP49_HUMAN,"UCH PF00443 252-654, zf-UBP PF02148 20-88",UBP49_MOUSE,Histone ubiquitination
USP7,H2B,"Histone modification erase, DNA modification cofactor",BCOR,H2Bub,ubiquitin specific peptidase 7 (herpes virus-associated),UBP7_HUMAN,"MATH PF00917 56-197, Pfam-B_12182 PB012182 591-618, Pfam-B_45828 PB045828 1-39, UCH PF00443 213-518, USP7_C2 PF14533 874-1088, USP7_ICP0_bdg PF12436 619-865",UBP7_MOUSE,"Histone ubiquitination, DNA methylation"
UTY,#,Histone modification erase,#,H3K27me,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",UTY_HUMAN,"JmjC PF02373 1080-1188, Pfam-B_2066 PB002066 1-49, Pfam-B_604 PB000604 580-716, Pfam-B_972 PB000972 718-1056, TPR_1 PF00515 127-160 315-348 349-377, TPR_17 PF13431 269-301, TPR_8 PF13181 202-233",UTY_MOUSE,Histone ubiquitination
VIRMA,m6A,RNA modification,WMM,A of mRNA,Protein virilizer homolog,VIR_HUMAN,PF15912,VIR_MOUSE,RNA methylation
VPS72,#,Histone modification write cofactor,"NuA4, NuA4-related complex",#,vacuolar protein sorting 72 homolog (S. cerevisiae),VPS72_HUMAN,"YL1 PF05764 4-218, YL1_C PF08265 290-319",VPS72_MOUSE,Histone acetylation
VRK1,"H3S10ph, H3T3ph",Histone modification write,#,"H3S10, H3T3",vaccinia related kinase 1,VRK1_HUMAN,Pkinase PF00069 37-325,VRK1_MOUSE,Histone phosphorylation
WAC,#,Histone modification write cofactor,#,#,WW domain containing adaptor with coiled-coil,WAC_HUMAN,WW PF00397 131-160,WAC_MOUSE,Histone ubiquitination
WDR5,#,Histone modification read,"ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4","H3K4, H3K4me1, H3K4me2, H3K4me3",WD repeat domain 5,WDR5_HUMAN,WD40 PF00400 36-73 77-115 119-157 161-199 203-242 246-287 291-331,WDR5_MOUSE,#
WDR77,"H2Ame, H4me",Histone modification write,methylosome,"H2A, H4",WD repeat domain 77,MEP50_HUMAN,"Pfam-B_26289 PB026289 1-49, WD40 PF00400 117-153 157-196 245-284",MEP50_MOUSE,Histone methylation
WDR82,#,Histone modification write cofactor,COMPASS,#,WD repeat domain 82,WDR82_HUMAN,WD40 PF00400 12-49 97-135 245-267 273-304,WDR82_MOUSE,Histone methylation
WHSC1,H3K27me,Histone modification write,#,H3K27,Wolf-Hirschhorn syndrome candidate 1,NSD2_HUMAN,"HMG_box PF00505 455-508, PHD PF00628 833-875, PWWP PF00855 220-332 878-968, SET PF00856 1074-1180",NSD2_MOUSE,Histone methylation
WSB2,#,Histone modification write,#,#,WD repeat and SOCS box containing 2,WSB2_HUMAN,"Pfam-B_17306 PB017306 1-52, SOCS_box PF07525 366-402, WD40 PF00400 83-139 143-182 187-225 229-267 288-321 337-361",WSB2_MOUSE,Histone ubiquitination
WTAP,m6A,RNA modification,WMM,A of mRNA,Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein),FL2D_HUMAN,PF17098,FL2D_MOUSE,RNA methylation
YAF2,#,Chromatin remodeling cofactor,"BCOR, RING2-L3MBTL2, RING2-FBRS",#,YY1 associated factor 2,YAF2_HUMAN,zf-RanBP PF00641 20-46,YAF2_MOUSE,#
YEATS2,#,Histone chaperone,ATAC,#,YEATS domain containing 2,YETS2_HUMAN,"Pfam-B_10841 PB010841 976-1072, Pfam-B_13347 PB013347 678-756, Pfam-B_19332 PB019332 758-854, YEATS PF03366 231-314",YETS2_MOUSE,#
YEATS4,#,Histone modification write cofactor,"NuA4, NuA4-related complex, SRCAP",#,YEATS domain containing 4,YETS4_HUMAN,YEATS PF03366 44-126,YETS4_MOUSE,Histone acetylation
YTHDC1,m6A of mRNA,RNA modification,#,mRNA,YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B),YTDC1_HUMAN,PF04146,YTDC1_MOUSE,Alternative splicing
YWHAB,#,Histone modification erase cofactor,#,#,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta",1433B_HUMAN,14-3-3 PF00244 5-238,1433B_MOUSE,Histone acetylation
YWHAE,#,Histone modification erase cofactor,#,#,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon",1433E_HUMAN,14-3-3 PF00244 4-239,1433E_MOUSE,Histone acetylation
YWHAZ,#,Histone modification read,#,H3,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",1433Z_HUMAN,14-3-3 PF00244 3-236,1433Z_MOUSE,#
ZBTB16,#,Histone modification erase cofactor,#,#,zinc finger and BTB domain containing 16,ZBT16_HUMAN,"BTB PF00651 24-126, zf-C2H2 PF00096 491-512 630-652, zf-C2H2_4 PF13894 432-455, zf-C2H2_6 PF13912 460-486, zf-H2C2_2 PF13465 532-556 560-584 588-612",#,Histone acetylation
ZBTB33,#,"Histone modification write cofactor, Histone modification erase cofactor, TF",#,"CG, mCG, DNA motif",zinc finger and BTB domain containing 33,KAISO_HUMAN,"BTB PF00651 22-118, zf-H2C2_2 PF13465 508-532 537-561",KAISO_MOUSE,"Histone acetylation, Histone methylation, TF repressor"
ZBTB7A,#,RNA modification,#,mRNA,Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A),ZBT7A_HUMAN,PF00651;PF00096,ZBT7A_MOUSE,Alternative splicing
ZBTB7C,#,Histone modification cofactor,#,#,zinc finger and BTB domain containing 7C,ZBT7C_HUMAN,"BTB PF00651 24-130, zf-H2C2_2 PF13465 379-403 406-431 434-459",ZBT7C_MOUSE,#
ZC3H13,m6A,RNA modification,WMM,A of mRNA,Zinc finger CCCH domain-containing protein 13,ZC3HD_HUMAN,PF00642,ZC3HD_MOUSE,RNA methylation
ZCWPW1,#,Histone modification read,#,H3K4me,"zinc finger, CW type with PWWP domain 1",ZCPW1_HUMAN,"PWWP PF00855 315-411, Pfam-B_36867 PB036867 512-557, zf-CW PF07496 254-303",ZCPW1_MOUSE,#
ZHX1,#,"Chromatin remodeling, Histone modification write cofactor",#,#,zinc fingers and homeoboxes 1,ZHX1_HUMAN,"Homeobox PF00046 297-339 467-521 573-623 665-717, Homez PF11569 776-827, Pfam-B_22595 PB022595 1-37",ZHX1_MOUSE,"Histone acetylation, Histone methylation"
ZMYM2,#,"Histone modification erase cofactor, TF","BHC, LSD-CoREST",DNA motif,"zinc finger, MYM-type 2",ZMYM2_HUMAN,"DUF3504 PF12012 1190-1361, Pfam-B_10252 PB010252 941-1179, Pfam-B_2297 PB002297 1-159, zf-FCS PF06467 323-363 365-409 417-456 459-502 528-570 576-616 631-671 719-758 760-799",ZMYM2_MOUSE,Histone acetylation
ZMYM3,#,Histone modification erase cofactor,BHC,#,"zinc finger, MYM-type 3",ZMYM3_HUMAN,"DUF3504 PF12012 1183-1354, Pfam-B_2297 PB002297 1-189, Pfam-B_24258 PB024258 191-229, Pfam-B_5192 PB005192 1100-1142, zf-FCS PF06467 304-343 345-389 402-440 443-488 490-532 538-578 583-623 626-664 671-710 712-751",ZMYM3_MOUSE,Histone acetylation
ZMYND11,#,Histone modification read,#,H3.3K36me3,"zinc finger, MYND-type containing 11",ZMY11_HUMAN,"Bromodomain PF00439 122-203, PWWP PF00855 238-313, Pfam-B_7883 PB007883 342-530, Pfam-B_8532 PB008532 532-560",ZMY11_MOUSE,Histone methylation
ZMYND8,#,Histone modification erase cofactor,#,#,"zinc finger, MYND-type containing 8",PKCB1_HUMAN,"Bromodomain PF00439 157-240, DUF3544 PF12064 412-622, PHD PF00628 90-133, PWWP PF00855 275-349, zf-MYND PF01753 1028-1062",#,Histone acetylation
ZNF217,#,"Histone modification erase cofactor, TF","BHC, LSD-CoREST",#,zinc finger protein 217,ZN217_HUMAN,"Pfam-B_30131 PB030131 913-979, zf-C2H2 PF00096 128-150 156-178, zf-C2H2_4 PF13894 65-88 216-239 375-398, zf-H2C2_2 PF13465 485-510",#,"Histone acetylation, TF repressor"
ZNF516,#,"Histone modification erase cofactor, TF",LSD-CoREST,#,zinc finger protein 516,ZN516_HUMAN,"zf-C2H2 PF00096 248-270 276-298 1098-1120, zf-C2H2_4 PF13894 174-197, zf-H2C2_2 PF13465 48-73",ZN516_MOUSE,"Histone acetylation, TF repressor"
ZNF532,#,Histone modification erase cofactor,#,#,zinc finger protein 532,ZN532_HUMAN,"Pfam-B_17557 PB017557 601-719, Pfam-B_19362 PB019362 831-959, zf-C2H2 PF00096 1265-1286",ZN532_MOUSE,Histone acetylation
ZNF541,#,Chromatin remodeling,#,#,zinc finger protein 541,ZN541_HUMAN,"ELM2 PF01448 1074-1131, Pfam-B_17081 PB017081 567-665, Pfam-B_27795 PB027795 956-1034, Pfam-B_3685 PB003685 772-954, Pfam-B_40457 PB040457 1171-1225, zf-C2H2 PF00096 168-190, zf-C2H2_4 PF13894 140-163 196-221",ZN541_MOUSE,#
ZNF592,#,Histone modification erase cofactor,#,#,zinc finger protein 592,ZN592_HUMAN,"Pfam-B_21220 PB021220 499-547, Pfam-B_27046 PB027046 771-913, Pfam-B_379 PB000379 1-97, zf-C2H2 PF00096 1013-1036 1043-1069",ZN592_MOUSE,Histone acetylation
ZNF687,#,Histone modification erase cofactor,#,#,zinc finger protein 687,ZN687_HUMAN,"zf-C2H2 PF00096 1200-1222, zf-C2H2_4 PF13894 858-881 963-986 993-1016",ZN687_MOUSE,Histone acetylation
ZNF711,#,Histone modification erase cofactor,#,#,zinc finger protein 711,ZN711_HUMAN,"Pfam-B_16491 PB016491 1-63, Zfx_Zfy_act PF04704 64-368, zf-C2H2 PF00096 383-405, zf-C2H2_4 PF13894 562-583 733-756, zf-H2C2_2 PF13465 490-516 519-543 604-630 690-715, zf-H2C2_5 PF13909 414-437 647-671",ZN711_MOUSE,Histone acetylation
ZNHIT1,#,"Chromatin remodeling cofactor, Histone modification erase cofactor",SRCAP,#,"zinc finger, HIT-type containing 1",ZNHI1_HUMAN,zf-HIT PF04438 113-142,ZNHI1_MOUSE,Histone acetylation
ZRANB3,#,"Chromatin remodeling, Histone modification read cofactor",#,#,"zinc finger, RAN-binding domain containing 3",ZRAB3_HUMAN,"HNH PF01844 1009-1051, Helicase_C PF00271 357-435, Pfam-B_14328 PB014328 729-854, SNF2_N PF00176 40-326, zf-RanBP PF00641 621-650",ZRAB3_MOUSE,Histone methylation
ZZZ3,#,Histone modification read,ATAC,#,"zinc finger, ZZ-type containing 3",ZZZ3_HUMAN,"Myb_DNA-binding PF00249 652-703, Pfam-B_19065 PB019065 361-439, Pfam-B_22505 PB022505 211-359, ZZ PF00569 817-865",ZZZ3_MOUSE,#
